0,0,1,0
0,1,4,0
1,0,1,0
1,1,4,0
2,1,1,0
2,0,4,0
3,1,1,0
3,0,4,0
4,0,1,0
4,1,4,0
5,0,1,0
5,1,4,0
6,1,1,0
6,0,4,0
7,0,1,0
7,1,4,0
8,1,1,0
8,0,4,0
9,1,1,0
9,0,4,0
0,0,0.3125,0
0,1,0.3125,0
0,0,0.25,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,1,0,0
